session_id,endtime,gender,age,residence,ethnicity,ethnicity_rec,device,try
156693,2025-05-06T15:56:53Z,female,36,ZA,black,Black,desktop,2
156694,2025-05-06T16:09:44Z,male,30,ZA,black,Black,laptop,2
156695,2025-05-06T15:59:49Z,female,34,ZA,african,Black,phone,2
156696,2025-05-06T16:00:40Z,male,22,GB,black,Black,desktop,2
156697,2025-05-06T15:54:09Z,male,40,ZA,black,Black,phone,2
156698,2025-05-06T16:01:04Z,female,22,KZ,eastern european,White,laptop,2
156699,2025-05-06T16:06:36Z,female,37,ZA,black,Black,laptop,2
156700,2025-05-06T15:59:33Z,female,34,ZA,black,Black,phone,2
156701,2025-05-06T16:02:54Z,female,31,ZA,black,Black,phone,2
156703,2025-05-06T15:59:49Z,male,28,ZA,black,Black,laptop,2
156704,2025-05-06T15:56:32Z,male,30,GR,white,White,laptop,2
156705,2025-05-06T16:06:22Z,male,26,ZA,black,Black,laptop,2
156706,2025-05-06T16:04:45Z,male,33,ZA,mixed race,Mixed,desktop,2
156707,2025-05-06T16:00:39Z,female,41,DE,white,White,desktop,2
156708,2025-05-06T15:56:54Z,male,52,ZA,black,Black,laptop,2
156709,2025-05-06T15:57:53Z,female,27,GB,british,White,laptop,2
156710,2025-05-06T16:02:08Z,female,51,ZA,black,Black,desktop,2
156711,2025-05-06T16:03:13Z,female,43,ZA,black,Black,phone,2
156713,2025-05-06T16:02:10Z,female,60,ZA,black,Black,tablet,2
156714,2025-05-06T16:03:51Z,male,31,ZA,black,Black,laptop,2
156715,2025-05-06T16:05:32Z,female,30,ZA,black,Black,laptop,2
156716,2025-05-06T16:07:35Z,female,41,GB,caucasian,White,laptop,2
156717,2025-05-06T15:59:05Z,male,41,GB,black african,Black,laptop,2
156718,2025-05-06T16:00:59Z,female,25,GB,black,Black,laptop,2
156720,2025-05-06T16:11:29Z,female,59,ZA,black,Black,phone,2
156721,2025-05-06T16:07:09Z,male,74,US,white,White,laptop,2
156722,2025-05-06T16:03:02Z,female,42,ZA,black,Black,phone,2
156723,2025-05-06T16:02:52Z,male,26,GB,british asian american,Ambiguous label,desktop,2
156724,2025-05-06T16:08:37Z,male,41,IN,indian,Asian,laptop,2
156725,2025-05-06T16:31:05Z,male,23,ZA,christian,Ambiguous label,phone,2
156726,2025-05-06T16:14:18Z,female,39,ZA,black,Black,laptop,2
156727,2025-05-06T16:14:10Z,female,28,ZA,african,Black,desktop,2
156728,2025-05-06T16:06:35Z,male,38,ZA,black,Black,phone,2
156730,2025-05-06T16:04:36Z,female,29,ZA,black,Black,phone,2
156731,2025-05-06T16:00:57Z,female,22,US,white,White,desktop,2
156732,2025-05-06T16:09:01Z,male,28,GB,black,Black,laptop,2
156733,2025-05-06T16:01:52Z,male,67,SE,white,White,laptop,2
156734,2025-05-06T16:09:12Z,male,37,SE,white,White,laptop,2
156735,2025-05-06T16:08:55Z,female,22,ZA,black,Black,laptop,2
156736,2025-05-06T16:01:56Z,female,27,ZA,black,Black,desktop,2
156737,2025-05-06T16:20:33Z,female,45,ZA,black,Black,desktop,2
156738,2025-05-06T16:18:19Z,male,50,GB,white,White,desktop,2
156739,2025-05-06T16:04:13Z,male,21,GB,white,White,desktop,2
156740,2025-05-06T16:04:51Z,female,52,ZA,african,Black,laptop,2
156741,2025-05-06T16:08:14Z,female,23,PL,white/polish,White,laptop,2
156742,2025-05-06T16:01:53Z,female,34,ZA,black,Black,desktop,2
156743,2025-05-06T16:05:24Z,male,47,HU,white,White,desktop,2
156744,2025-05-06T16:13:28Z,male,30,PT,white,White,desktop,2
156745,2025-05-06T16:05:06Z,female,20,ZA,black,Black,desktop,2
156746,2025-05-06T16:11:29Z,female,28,ZA,black,Black,laptop,2
156747,2025-05-06T16:09:39Z,female,34,GR,greek,White,desktop,2
156748,2025-05-06T16:13:22Z,male,23,ZA,african,Black,laptop,2
156749,2025-05-06T16:06:31Z,male,52,IT,white,White,phone,2
156750,2025-05-06T16:03:22Z,male,23,ZA,african,Black,laptop,2
156751,2025-05-06T16:03:50Z,female,27,CA,chinese,Asian,laptop,2
156752,2025-05-06T16:00:37Z,female,35,ES,white,White,phone,2
156753,2025-05-06T16:14:09Z,female,34,ZA,african,Black,phone,2
156754,2025-05-06T16:21:25Z,male,20,ZA,black,Black,phone,2
156755,2025-05-06T16:07:22Z,female,44,PL,white,White,laptop,2
156757,2025-05-06T16:08:11Z,female,64,GB,british,White,desktop,2
156758,2025-05-06T16:05:32Z,female,23,ZA,african,Black,phone,2
156759,2025-05-06T16:05:05Z,male,33,US,white,White,desktop,2
156761,2025-05-06T16:11:52Z,male,28,GB,white - british,White,laptop,2
156763,2025-05-06T16:15:17Z,male,27,IT,caucasian,White,desktop,2
156764,2025-05-06T16:12:28Z,female,35,ZA,african,Black,phone,2
156765,2025-05-06T16:24:37Z,male,20,ZA,black,Black,phone,2
156766,2025-05-06T16:09:01Z,male,30,GB,black,Black,laptop,2
156767,2025-05-06T16:12:01Z,male,58,ZA,black,Black,laptop,2
156768,2025-05-06T16:08:39Z,male,45,ZA,black,Black,phone,2
156769,2025-05-06T16:15:32Z,female,30,ZA,black,Black,phone,2
156770,2025-05-06T16:08:10Z,male,42,DE,white/caucasian,White,laptop,2
156771,2025-05-06T16:10:34Z,male,47,IT,caucasic,White,desktop,2
156772,2025-05-06T16:27:46Z,female,23,ZA,african,Black,phone,2
156773,2025-05-06T16:10:50Z,male,37,US,asian,Asian,desktop,2
156774,2025-05-06T16:07:26Z,male,37,CA,caucasian,White,desktop,2
156775,2025-05-06T16:14:49Z,female,43,ZA,black,Black,laptop,2
156776,2025-05-06T16:10:41Z,female,66,IT,white,White,laptop,2
156777,2025-05-06T16:10:50Z,male,50,GB,white british,White,desktop,2
156778,2025-05-06T16:12:51Z,male,24,ZA,black,Black,laptop,2
156779,2025-05-06T16:25:18Z,female,26,ZA,black,Black,phone,2
156780,2025-05-06T16:16:12Z,female,61,US,white,White,desktop,2
156782,2025-05-06T16:23:18Z,male,20,ZA,black,Black,laptop,2
156783,2025-05-06T16:14:26Z,male,19,ZA,black,Black,phone,2
156784,2025-05-06T16:12:31Z,female,22,ZA,black,Black,phone,2
156785,2025-05-06T16:12:18Z,female,30,ZA,black,Black,phone,2
156786,2025-05-06T16:16:03Z,female,25,ZA,black,Black,phone,2
156787,2025-05-06T16:14:32Z,male,32,US,white,White,laptop,2
156788,2025-05-06T16:15:19Z,female,35,ZA,coloured / mixed race,Mixed,desktop,2
156789,2025-05-06T16:23:20Z,female,54,ZA,black,Black,phone,2
156790,2025-05-06T16:16:34Z,female,49,ZA,black african,Black,laptop,2
156791,2025-05-06T16:15:33Z,male,23,PL,white,White,desktop,2
156792,2025-05-06T16:21:36Z,male,23,ZA,black,Black,laptop,2
156793,2025-05-06T16:15:38Z,female,22,ZA,black,Black,desktop,2
156794,2025-05-06T16:20:49Z,female,26,ZA,black,Black,phone,2
156795,2025-05-06T16:21:04Z,female,25,IN,asian,Asian,laptop,2
156796,2025-05-06T16:17:00Z,female,20,ZA,black,Black,laptop,2
156797,2025-05-06T16:18:59Z,male,36,GB,black,Black,laptop,2
156798,2025-05-06T16:16:17Z,female,32,AT,white,White,laptop,2
156800,2025-05-06T16:22:59Z,male,23,ZA,black,Black,laptop,2
156801,2025-05-06T16:19:58Z,male,67,ZA,black,Black,desktop,2
156803,2025-05-06T16:15:40Z,male,50,US,white,White,desktop,2
156804,2025-05-06T16:16:37Z,female,37,ZA,black,Black,laptop,2
156805,2025-05-06T16:27:04Z,female,55,ZA,white,White,phone,2
156807,2025-05-06T16:24:38Z,male,35,PL,white,White,laptop,2
156808,2025-05-06T16:12:03Z,female,31,ZA,african,Black,phone,2
156810,2025-05-06T16:12:26Z,male,55,ZA,black,Black,phone,2
156811,2025-05-06T16:22:58Z,male,54,GB,white european,White,laptop,2
156812,2025-05-06T16:15:42Z,male,19,DE,white/european,White,desktop,2
156813,2025-05-06T16:13:11Z,male,45,US,caucasian,White,desktop,2
156814,2025-05-06T16:23:31Z,female,42,ZA,black,Black,phone,2
156817,2025-05-06T16:21:03Z,male,60,CA,caucasian,White,desktop,2
156818,2025-05-06T16:22:05Z,female,43,FR,mixed,Mixed,laptop,2
156819,2025-05-06T16:21:16Z,male,25,ZA,black,Black,phone,2
156821,2025-05-06T16:17:39Z,female,50,ZA,black,Black,laptop,2
156822,2025-05-06T16:28:07Z,female,20,ZA,african,Black,desktop,2
156824,2025-05-06T16:37:15Z,female,20,ZA,african,Black,phone,2
156826,2025-05-06T16:46:41Z,male,26,ZA,black,Black,desktop,2
156827,2025-05-06T16:20:37Z,female,35,ZA,black,Black,phone,2
156829,2025-05-06T16:20:32Z,female,45,ZA,white,White,laptop,2
156830,2025-05-06T16:32:41Z,female,22,ZA,black,Black,laptop,2
156831,2025-05-06T16:26:07Z,female,29,ZA,black,Black,laptop,2
156833,2025-05-06T16:26:56Z,female,56,ZA,black,Black,phone,2
156837,2025-05-06T16:23:59Z,female,67,ZA,coloured south african,Black,laptop,2
156838,2025-05-06T16:28:54Z,female,44,CA,caucasian,White,laptop,2
156840,2025-05-06T16:22:03Z,male,62,GB,caucasian,White,laptop,2
156841,2025-05-06T16:24:22Z,female,24,ZA,black,Black,desktop,2
156842,2025-05-06T16:33:55Z,female,50,ZA,black,Black,phone,2
156843,2025-05-06T16:26:42Z,male,32,ZA,black,Black,phone,2
156844,2025-05-06T16:23:28Z,male,26,GB,black,Black,laptop,2
156846,2025-05-06T16:31:27Z,female,43,ZA,black,Black,tablet,2
156847,2025-05-06T16:22:45Z,male,59,US,white,White,laptop,2
156848,2025-05-06T16:42:06Z,male,26,GB,arab,MENA,laptop,2
156849,2025-05-06T16:22:15Z,female,28,PL,white,White,desktop,2
156850,2025-05-06T16:21:07Z,male,29,GB,white,White,desktop,2
156851,2025-05-06T16:27:38Z,female,24,ZA,black/african,Black,desktop,2
156853,2025-05-06T16:22:04Z,male,31,GB,white,White,laptop,2
156854,2025-05-06T16:30:30Z,female,26,ZA,black,Black,phone,2
156855,2025-05-06T16:25:27Z,male,29,GB,black,Black,laptop,2
156856,2025-05-06T16:25:05Z,female,53,ZA,black,Black,phone,2
156857,2025-05-06T16:30:00Z,female,36,ZA,african,Black,tablet,2
156859,2025-05-06T16:21:59Z,male,38,CL,latino,Latine,phone,2
156860,2025-05-06T16:24:33Z,female,30,ZA,black,Black,laptop,2
156861,2025-05-06T16:23:24Z,male,27,PT,caucasian,White,laptop,2
156862,2025-05-06T16:24:54Z,male,21,PL,white,White,desktop,2
156863,2025-05-06T16:40:19Z,male,39,AU,chinese/uk,Ambiguous label,laptop,2
156864,2025-05-06T16:23:56Z,male,42,GB,scottish,White,laptop,2
156865,2025-05-06T16:26:43Z,male,23,MX,latino,Latine,desktop,2
156867,2025-05-06T16:27:13Z,male,24,ZA,black,Black,phone,2
156868,2025-05-06T16:25:54Z,female,60,ZA,black,Black,phone,2
156869,2025-05-06T16:38:57Z,female,74,ZA,black african,Black,phone,2
156870,2025-05-06T16:31:49Z,female,35,DE,asian,Asian,laptop,2
156872,2025-05-06T16:45:40Z,female,37,ZA,black,Black,desktop,2
156873,2025-05-06T16:26:10Z,female,67,US,white,White,laptop,2
156874,2025-05-06T16:34:22Z,female,23,ZA,african,Black,tablet,2
156875,2025-05-06T16:28:53Z,male,26,GR,greek,White,laptop,2
156876,2025-05-06T16:32:09Z,male,37,CA,white,White,desktop,2
156877,2025-05-06T16:24:15Z,male,55,GB,white,White,phone,2
156878,2025-05-06T16:32:52Z,female,21,ZA,black,Black,laptop,2
156880,2025-05-06T16:34:12Z,female,31,ZA,african,Black,laptop,2
156881,2025-05-06T16:30:39Z,female,60,ZA,black,Black,phone,2
156883,2025-05-06T16:27:56Z,female,31,ZA,black,Black,phone,2
156884,2025-05-06T16:41:24Z,female,33,ZA,african,Black,laptop,2
156885,2025-05-06T16:27:40Z,female,24,ZA,black,Black,phone,2
156887,2025-05-06T16:35:04Z,female,47,ZA,black,Black,phone,2
156888,2025-05-06T16:30:31Z,female,30,ZA,black,Black,laptop,2
156889,2025-05-06T17:18:16Z,female,26,GB,african,Black,laptop,2
156890,2025-05-06T16:25:18Z,female,29,ZA,african,Black,phone,2
156891,2025-05-06T16:53:27Z,male,22,ZA,black,Black,laptop,2
156892,2025-05-06T16:29:21Z,female,64,ZA,coloured,Black,desktop,2
156894,2025-05-06T16:33:16Z,male,41,PL,african,Black,phone,2
156895,2025-05-06T16:40:39Z,female,36,GB,mixed,Mixed,laptop,2
156897,2025-05-06T16:29:41Z,male,46,GB,south asian,Asian,laptop,2
156898,2025-05-06T16:33:55Z,male,50,US,white,White,desktop,2
156899,2025-05-06T16:39:03Z,female,25,ZA,african,Black,laptop,2
156900,2025-05-06T16:29:57Z,female,46,GB,white british,White,laptop,2
156901,2025-05-06T16:29:25Z,male,29,GB,white british,White,laptop,2
156902,2025-05-06T16:31:42Z,male,46,GB,white british,White,laptop,2
156903,2025-05-06T16:42:01Z,female,31,ZA,black,Black,laptop,2
156904,2025-05-06T16:29:06Z,female,24,ZA,black,Black,desktop,2
156905,2025-05-06T16:32:20Z,male,53,ES,caucasic,White,desktop,2
156907,2025-05-06T16:34:33Z,male,37,GB,white,White,laptop,2
156908,2025-05-06T16:39:02Z,male,39,ZA,black,Black,desktop,2
156909,2025-05-06T16:53:53Z,male,48,NL,white / caucasian,White,laptop,2
156910,2025-05-06T16:36:41Z,male,24,ZA,african,Black,desktop,2
156911,2025-05-06T16:54:11Z,female,27,ZA,black,Black,phone,2
156912,2025-05-06T16:45:48Z,male,22,PT,white,White,desktop,2
156913,2025-05-06T16:33:16Z,female,30,EE,white,White,laptop,2
156914,2025-05-06T16:33:19Z,male,37,CL,latino,Latine,phone,2
156916,2025-05-06T16:36:52Z,female,47,CA,white,White,laptop,2
156917,2025-05-06T16:32:04Z,male,32,ZA,black,Black,laptop,2
156918,2025-05-06T16:48:10Z,female,24,ZA,african,Black,phone,2
156920,2025-05-06T16:44:23Z,female,49,ZA,black,Black,laptop,2
156921,2025-05-06T16:33:37Z,female,66,GB,british,White,laptop,2
156922,2025-05-06T16:36:15Z,female,24,ZA,black,Black,phone,2
156923,2025-05-06T16:35:05Z,female,20,ZA,black,Black,desktop,2
156925,2025-05-06T16:34:37Z,male,20,ZA,african,Black,laptop,2
156926,2025-05-06T16:32:00Z,male,31,US,white,White,desktop,2
156927,2025-05-06T16:42:15Z,male,36,US,white,White,desktop,2
156928,2025-05-06T16:41:22Z,female,47,ZA,indian,Asian,laptop,2
156929,2025-05-06T16:36:09Z,female,26,PT,white,White,laptop,2
156930,2025-05-06T16:47:03Z,male,47,US,white,White,laptop,2
156931,2025-05-06T16:35:12Z,female,36,ZA,black,Black,laptop,2
156932,2025-05-06T16:40:34Z,male,39,ZA,black,Black,laptop,2
156933,2025-05-06T16:34:47Z,male,33,US,black,Black,laptop,2
156934,2025-05-06T16:35:38Z,male,49,ES,white/caucasian,White,desktop,2
156935,2025-05-06T16:36:54Z,female,28,ZA,black,Black,phone,2
156936,2025-05-06T16:47:01Z,female,61,ZA,black,Black,laptop,2
156940,2025-05-06T16:35:03Z,male,46,US,caucasian,White,desktop,2
156941,2025-05-06T16:45:06Z,female,19,ZA,black,Black,laptop,2
156942,2025-05-06T16:34:27Z,male,55,FR,white,White,desktop,2
156943,2025-05-06T16:52:50Z,male,25,ZA,african,Black,laptop,2
156944,2025-05-06T16:40:59Z,female,34,ZA,black,Black,phone,2
156945,2025-05-06T16:39:33Z,female,23,ZA,black,Black,desktop,2
156946,2025-05-06T16:43:07Z,male,22,HR,white/caucasian,White,desktop,2
156947,2025-05-06T16:40:41Z,male,47,GB,asian,Asian,laptop,2
156949,2025-05-06T16:36:23Z,female,41,CA,east asian,Asian,desktop,2
156950,2025-05-06T16:39:10Z,male,50,GB,chinese,Asian,desktop,2
156952,2025-05-06T16:42:16Z,female,30,ZA,black,Black,laptop,2
156953,2025-05-06T16:36:19Z,female,26,ZA,black,Black,laptop,2
156954,2025-05-06T16:49:46Z,male,25,ZA,black,Black,laptop,2
156955,2025-05-06T16:39:52Z,male,33,GB,british - indian,Asian,phone,2
156956,2025-05-06T16:41:44Z,female,67,ZA,white,White,desktop,2
156958,2025-05-06T16:37:28Z,female,25,ZA,black,Black,laptop,2
156959,2025-05-06T16:42:45Z,male,40,US,asian,Asian,laptop,2
156961,2025-05-06T16:38:54Z,female,22,ES,asian,Asian,phone,2
156962,2025-05-06T16:41:46Z,male,41,US,black,Black,desktop,2
156963,2025-05-06T16:46:04Z,female,37,ZA,black,Black,laptop,2
156965,2025-05-06T16:38:01Z,male,33,CL,white,White,laptop,2
156967,2025-05-06T16:40:33Z,female,23,ZA,african,Black,phone,2
156968,2025-05-06T16:51:06Z,male,51,US,african american,Black,desktop,2
156969,2025-05-06T16:43:07Z,male,41,US,white,White,laptop,2
156970,2025-05-06T16:48:10Z,female,46,IN,asian/indian,Asian,laptop,2
156971,2025-05-06T16:52:35Z,female,42,ZA,black,Black,laptop,2
156972,2025-05-06T16:56:08Z,male,27,MX,latino,Latine,desktop,2
156973,2025-05-06T16:42:59Z,male,56,GB,white,White,desktop,2
156974,2025-05-06T16:41:41Z,female,20,ZA,black,Black,phone,2
156976,2025-05-06T16:41:04Z,female,29,ZA,black,Black,phone,2
156977,2025-05-06T16:47:41Z,male,23,PT,white,White,desktop,2
156979,2025-05-06T17:00:10Z,female,65,ZA,black,Black,phone,2
156980,2025-05-06T16:46:36Z,male,46,US,white / puerto rican,Mixed,desktop,2
156981,2025-05-06T16:47:09Z,male,46,ZA,black,Black,desktop,2
156982,2025-05-06T16:47:20Z,male,34,KE,black,Black,laptop,2
156984,2025-05-06T16:40:48Z,male,38,GB,caucasian,White,phone,2
156985,2025-05-06T16:47:33Z,female,22,DZ,white,White,laptop,2
156986,2025-05-06T16:55:33Z,female,74,US,white,White,laptop,2
156987,2025-05-06T16:44:36Z,male,36,ZA,black,Black,phone,2
156988,2025-05-06T16:48:26Z,female,58,GB,black african,Black,laptop,2
156989,2025-05-06T16:45:37Z,male,18,GB,black,Black,laptop,2
156990,2025-05-06T16:51:39Z,female,20,ZA,black,Black,phone,2
156991,2025-05-06T16:47:47Z,female,36,ZA,black,Black,phone,2
156992,2025-05-06T16:42:16Z,female,48,GB,indian,Asian,tablet,2
156993,2025-05-06T16:46:21Z,male,35,ZA,black,Black,laptop,2
156994,2025-05-06T16:46:00Z,male,72,US,black,Black,laptop,2
156995,2025-05-06T16:47:34Z,female,34,GB,black,Black,laptop,2
156996,2025-05-06T16:54:48Z,male,28,ZA,black,Black,phone,2
156997,2025-05-06T16:49:32Z,male,26,HR,caucasian,White,phone,2
156998,2025-05-06T16:44:40Z,female,28,ZA,black,Black,desktop,2
156999,2025-05-06T16:46:18Z,female,57,ZA,black,Black,phone,2
157001,2025-05-06T16:46:55Z,female,41,ZA,black,Black,desktop,2
157002,2025-05-06T16:51:55Z,female,40,ZA,black,Black,phone,2
157003,2025-05-06T16:44:13Z,female,24,PT,caucasian,White,desktop,2
157004,2025-05-06T16:47:03Z,female,30,IT,white/italian,White,desktop,2
157005,2025-05-06T16:52:33Z,male,23,ZA,african,Black,phone,2
157008,2025-05-06T16:57:23Z,male,27,ZA,black,Black,phone,2
157009,2025-05-06T16:54:51Z,male,45,MX,latino,Latine,desktop,2
157010,2025-05-06T16:53:48Z,male,24,ZA,african,Black,laptop,2
157011,2025-05-06T16:54:08Z,male,38,GB,african,Black,laptop,2
157013,2025-05-06T17:06:43Z,female,20,ZA,african,Black,phone,2
157014,2025-05-06T17:01:53Z,male,54,ZA,coloured,Black,phone,2
157018,2025-05-06T16:50:24Z,male,61,IE,irish,White,laptop,2
157019,2025-05-06T16:50:45Z,male,26,US,white,White,laptop,2
157020,2025-05-06T16:49:33Z,female,26,US,white,White,phone,2
157021,2025-05-06T17:06:25Z,female,45,ZA,black,Black,desktop,2
157023,2025-05-06T16:50:23Z,male,27,US,white,White,desktop,2
157024,2025-05-06T16:50:40Z,male,36,GB,africa/black,Black,laptop,2
157027,2025-05-06T16:51:00Z,female,60,GB,white,White,laptop,2
157028,2025-05-06T17:01:25Z,male,55,HU,white,White,desktop,2
157030,2025-05-06T16:50:34Z,male,44,GB,white,White,laptop,2
157031,2025-05-06T16:58:02Z,female,23,KE,black,Black,phone,2
157035,2025-05-06T16:52:14Z,female,25,ZA,black,Black,phone,2
157036,2025-05-06T16:52:40Z,male,41,US,white,White,laptop,2
157037,2025-05-06T16:51:33Z,female,58,GB,white,White,laptop,2
157039,2025-05-06T16:54:32Z,male,28,GB,black,Black,laptop,2
157040,2025-05-06T16:54:07Z,female,60,US,white,White,laptop,2
157041,2025-05-06T17:15:46Z,female,48,US,african american,Black,laptop,2
157042,2025-05-06T16:50:47Z,female,33,GB,english,White,phone,2
157045,2025-05-06T16:57:51Z,female,52,ZA,black,Black,phone,2
157046,2025-05-06T16:53:41Z,male,24,NL,white/caucasian,White,laptop,2
157048,2025-05-06T16:56:38Z,female,62,ZA,white,White,phone,2
157048,2025-05-06T16:59:50Z,female,35,ZA,white,White,phone,2
157048,2025-05-06T17:01:53Z,female,62,ZA,white,White,phone,2
157049,2025-05-06T16:54:45Z,male,22,PL,polish/white,White,desktop,2
157050,2025-05-06T16:55:51Z,female,28,PT,white,White,laptop,2
157051,2025-05-06T17:02:15Z,female,44,US,white,White,phone,2
157052,2025-05-06T16:55:57Z,male,32,IT,caucasian,White,desktop,2
157053,2025-05-06T17:00:36Z,female,20,ZA,christianity,Ambiguous label,phone,2
157054,2025-05-06T16:53:44Z,male,53,GB,white,White,laptop,2
157055,2025-05-06T16:59:29Z,female,25,ZA,african,Black,phone,2
157056,2025-05-06T16:54:45Z,male,25,ZA,black,Black,laptop,2
157057,2025-05-06T16:55:30Z,male,21,ZA,black,Black,desktop,2
157058,2025-05-06T17:11:35Z,female,22,KE,black,Black,phone,2
157059,2025-05-06T17:03:30Z,female,25,ZA,black,Black,desktop,2
157060,2025-05-06T16:59:11Z,male,58,GB,asian,Asian,laptop,2
157061,2025-05-06T17:00:11Z,male,19,NL,asian,Asian,desktop,2
157062,2025-05-06T17:12:05Z,female,62,GB,white british,White,laptop,2
157063,2025-05-06T17:03:29Z,male,28,ZA,black,Black,tablet,2
157064,2025-05-06T16:53:29Z,male,47,PT,white,White,phone,2
157065,2025-05-06T16:55:34Z,male,19,ZA,black,Black,desktop,2
157066,2025-05-06T16:59:14Z,female,50,GB,white,White,laptop,2
157067,2025-05-06T16:58:34Z,male,24,ES,spanish/white,White,desktop,2
157069,2025-05-06T17:01:25Z,male,54,US,white,White,laptop,2
157070,2025-05-06T16:59:57Z,female,48,GB,white british,White,laptop,2
157071,2025-05-06T17:03:46Z,male,29,PT,white/caucasian,White,desktop,2
157072,2025-05-06T16:54:00Z,male,32,GB,black/african,Black,laptop,2
157073,2025-05-06T17:04:29Z,male,31,GB,white,White,desktop,2
157074,2025-05-06T16:58:16Z,male,52,US,white,White,desktop,2
157075,2025-05-06T17:03:31Z,female,26,ZA,black,Black,laptop,2
157076,2025-05-06T17:26:23Z,male,34,US,african american,Black,laptop,2
157077,2025-05-06T17:08:26Z,male,32,ZA,black,Black,laptop,2
157078,2025-05-06T17:04:58Z,male,57,US,white,White,desktop,2
157079,2025-05-06T17:04:49Z,male,28,IT,white,White,desktop,2
157080,2025-05-06T17:07:38Z,female,59,GB,white,White,laptop,2
157081,2025-05-06T17:07:46Z,female,39,ZA,black,Black,laptop,2
157082,2025-05-06T17:04:19Z,male,28,GB,black,Black,desktop,2
157083,2025-05-06T17:03:26Z,female,50,PT,caucasian,White,laptop,2
157085,2025-05-06T17:03:32Z,male,75,GB,caucasian,White,laptop,2
157086,2025-05-06T17:04:36Z,male,22,ZA,black,Black,laptop,2
157087,2025-05-06T17:14:19Z,female,24,GB,african,Black,laptop,2
157088,2025-05-06T17:08:46Z,male,64,GB,eurasian,Ambiguous label,laptop,2
157089,2025-05-06T17:02:17Z,male,32,CA,black or african american,Black,desktop,2
157090,2025-05-06T17:03:43Z,male,42,GB,white,White,laptop,2
157091,2025-05-06T17:00:04Z,female,37,US,white,White,desktop,2
157092,2025-05-06T17:04:36Z,male,50,US,white,White,laptop,2
157093,2025-05-06T17:10:10Z,female,47,ZA,black,Black,phone,2
157094,2025-05-06T17:04:55Z,male,37,ZA,black american,Black,desktop,2
157097,2025-05-06T17:14:42Z,female,32,ZA,black,Black,laptop,2
157098,2025-05-06T17:07:30Z,female,31,ZA,black,Black,phone,2
157099,2025-05-06T17:03:34Z,female,57,ZA,african,Black,phone,2
157100,2025-05-06T17:02:33Z,male,30,PT,white,White,laptop,2
157101,2025-05-06T17:10:30Z,male,46,ZA,black,Black,laptop,2
157102,2025-05-06T17:11:41Z,female,25,ZA,black,Black,desktop,2
157103,2025-05-06T17:09:53Z,male,31,GB,black/british,Ambiguous label,laptop,2
157104,2025-05-06T17:06:58Z,female,23,ZA,black,Black,laptop,2
157105,2025-05-06T17:07:00Z,male,35,GB,caucasian,White,phone,2
157106,2025-05-06T17:05:11Z,female,42,GB,white,White,laptop,2
157107,2025-05-06T17:02:16Z,female,40,ZA,black,Black,phone,2
157108,2025-05-06T17:04:45Z,female,31,PL,white,White,laptop,2
157110,2025-05-06T17:08:04Z,female,29,ZA,african,Black,phone,2
157111,2025-05-06T17:07:03Z,male,52,CA,mixed,Mixed,laptop,2
157112,2025-05-06T17:02:45Z,male,35,US,white,White,desktop,2
157113,2025-05-06T17:10:48Z,female,39,ZA,black,Black,tablet,2
157114,2025-05-06T17:04:22Z,male,34,PL,white,White,phone,2
157115,2025-05-06T17:06:39Z,male,25,US,white,White,desktop,2
157116,2025-05-06T17:05:11Z,male,29,PT,white/european,White,laptop,2
157117,2025-05-06T17:10:08Z,female,25,ZA,black,Black,phone,2
157118,2025-05-06T17:13:00Z,female,30,ZA,black,Black,phone,2
157119,2025-05-06T17:12:09Z,male,20,ZA,black,Black,laptop,2
157120,2025-05-06T17:04:57Z,female,22,ZA,black,Black,desktop,2
157121,2025-05-06T17:26:24Z,male,56,ZA,black,Black,laptop,2
157122,2025-05-06T17:15:47Z,female,50,GB,white,White,laptop,2
157124,2025-05-06T17:12:30Z,female,35,ZA,black,Black,desktop,2
157126,2025-05-06T17:11:37Z,male,35,ZA,black,Black,laptop,2
157127,2025-05-06T17:16:22Z,male,61,ZA,black,Black,laptop,2
157128,2025-05-06T17:08:56Z,male,65,ZA,black,Black,phone,2
157129,2025-05-06T17:21:43Z,female,20,ZA,african,Black,laptop,2
157130,2025-05-06T17:08:42Z,female,46,ZA,black,Black,laptop,2
157131,2025-05-06T17:06:43Z,female,36,GB,white,White,desktop,2
157133,2025-05-06T17:11:29Z,male,33,PT,white,White,desktop,2
157134,2025-05-06T17:09:53Z,male,53,US,white,White,desktop,2
157136,2025-05-06T17:16:55Z,female,26,ZA,black,Black,phone,2
157138,2025-05-06T17:14:11Z,male,43,ZA,african,Black,phone,2
157139,2025-05-06T17:11:09Z,female,36,ZA,black,Black,desktop,2
157140,2025-05-06T17:08:11Z,female,38,HU,white,White,laptop,2
157141,2025-05-06T17:12:34Z,male,68,US,white,White,laptop,2
157142,2025-05-06T17:36:23Z,female,37,ZA,black,Black,laptop,2
157144,2025-05-06T17:32:20Z,male,33,ZA,african,Black,laptop,2
157146,2025-05-06T17:13:28Z,male,25,ZA,black,Black,phone,2
157147,2025-05-06T17:15:15Z,female,40,ZA,black,Black,phone,2
157148,2025-05-06T17:41:12Z,female,49,ZA,black,Black,desktop,2
157149,2025-05-06T17:10:01Z,female,31,ZA,indian,Asian,laptop,2
157151,2025-05-06T17:13:38Z,male,40,US,black african,Black,laptop,2
157152,2025-05-06T17:11:56Z,male,22,ZA,black,Black,laptop,2
